,상품코드,상세 페이지 url,이미지 url,가격
189,2767152704,http://item.gmarket.co.kr/Item?goodscode=2767152704&ver=638156349278809785,https://gdimg.gmarket.co.kr/2767152704/still/300?ver=2023032821,"21,800원"
190,1567169398,http://item.gmarket.co.kr/Item?goodscode=1567169398&ver=638156349278809785,https://gdimg.gmarket.co.kr/1567169398/still/300?ver=2023032821,"23,900원"
191,1788322212,http://item.gmarket.co.kr/Item?goodscode=1788322212&ver=638156349278809785,https://gdimg.gmarket.co.kr/1788322212/still/300?ver=2023032821,"15,900원"
192,2859382034,http://item.gmarket.co.kr/Item?goodscode=2859382034&ver=638156349278809785,https://gdimg.gmarket.co.kr/2859382034/still/300?ver=2023032821,"53,760원"
193,2082536162,http://item.gmarket.co.kr/Item?goodscode=2082536162&ver=638156349278809785,https://gdimg.gmarket.co.kr/2082536162/still/300?ver=2023032821,"12,000원"
194,2066395517,http://item.gmarket.co.kr/Item?goodscode=2066395517&ver=638156349278809785,https://gdimg.gmarket.co.kr/2066395517/still/300?ver=2023032821,"19,500원"
195,400871660,http://item.gmarket.co.kr/Item?goodscode=400871660&ver=638156349278809785,https://gdimg.gmarket.co.kr/400871660/still/300?ver=2023032821,"15,000원"
196,173366583,http://item.gmarket.co.kr/Item?goodscode=173366583&ver=638156349278809785,https://gdimg.gmarket.co.kr/173366583/still/300?ver=2023032821,"29,000원"
197,2123055394,http://item.gmarket.co.kr/Item?goodscode=2123055394&ver=638156349278809785,https://gdimg.gmarket.co.kr/2123055394/still/300?ver=2023032821,"30,900원"
198,203771527,http://item.gmarket.co.kr/Item?goodscode=203771527&ver=638156349278809785,https://gdimg.gmarket.co.kr/203771527/still/300?ver=2023032821,"45,900원"
199,2249842803,http://item.gmarket.co.kr/Item?goodscode=2249842803&ver=638156349278809785,https://gdimg.gmarket.co.kr/2249842803/still/300?ver=2023032821,"52,900원"
